dimension,active_display_tag,raw_tag_count,support,raw_support_pct,review_required_rows,review_required_support,review_required_support_pct,long_tail_rows,long_tail_support,candidate_rows,active_merge_rows,raw_tags,governance_actions,top_processes,top_effects,top_paths,top_context_tags
llm,analyzeverif,1,1,0.0,1,1,100.0,1,1,0,0,analyzeverif=1,review_merge=1,,,,research=51
llm,anchor,1,1,0.0,0,0,0.0,1,1,0,0,anchor=1,keep_rare_distinct=1,,,,research=54
llm,apiresource,1,1,0.0,1,1,100.0,1,1,1,0,apiresource=1,auto_canonicalize_existing=1,,,,refactor=31
llm,apiupdate,1,1,0.0,1,1,100.0,1,1,0,0,apiupdate=1,review_merge=1,,,,tag=46
llm,apply,1,1,0.0,0,0,0.0,1,1,0,0,apply=1,keep_rare_distinct=1,,,,review=76174
llm,applyupdate,1,1,0.0,1,1,100.0,1,1,1,0,applyupdate=1,auto_canonicalize_existing=1,,,,review=82997
llm,approve,1,1,0.0,0,0,0.0,1,1,0,0,approve=1,keep_rare_distinct=1,,,,research=24
llm,archdoc,1,1,0.0,0,0,0.0,1,1,0,0,archdoc=1,keep_rare_distinct=1,,,,archplan=56
llm,archplan,1,1,0.0,0,0,0.0,1,1,0,0,archplan=1,keep_rare_distinct=1,,,,design=14
llm,args,1,1,0.0,0,0,0.0,1,1,0,0,args=1,keep_rare_distinct=1,,,,docs=47
llm,artifacteval,1,1,0.0,0,0,0.0,1,1,0,0,artifacteval=1,keep_rare_distinct=1,,,,design=87
llm,artifacts,1,1,0.0,0,0,0.0,1,1,0,0,artifacts=1,keep_rare_distinct=1,,,,refactor=50
llm,askquestion,1,1,0.0,0,0,0.0,1,1,0,0,askquestion=1,keep_rare_distinct=1,,,,review=351916
llm,attachdbg,1,1,0.0,0,0,0.0,1,1,0,0,attachdbg=1,keep_rare_distinct=1,,,,review=17
llm,attacherror,1,1,0.0,0,0,0.0,1,1,0,0,attacherror=1,keep_rare_distinct=1,,,,commitlog=70
llm,attachrecro,1,1,0.0,0,0,0.0,1,1,0,0,attachrecro=1,keep_rare_distinct=1,,,,test=23
llm,attribution,1,1,0.0,0,0,0.0,1,1,0,0,attribution=1,keep_rare_distinct=1,,,,refactor=472092
llm,auditcheck,1,1,0.0,1,1,100.0,1,1,1,0,auditcheck=1,auto_canonicalize_existing=1,,,,refactor=101258
llm,auditdetail,1,1,0.0,0,0,0.0,1,1,0,0,auditdetail=1,keep_rare_distinct=1,,,,test=58012
llm,auditfix,1,1,0.0,1,1,100.0,1,1,1,0,auditfix=1,auto_canonicalize_existing=1,,,,review=80
llm,authmodel,1,1,0.0,0,0,0.0,1,1,0,0,authmodel=1,keep_rare_distinct=1,,,,validate=713
llm,autostash,1,1,0.0,0,0,0.0,1,1,0,0,autostash=1,keep_rare_distinct=1,,,,refactor=38
llm,backend,1,1,0.0,0,0,0.0,1,1,0,0,backend=1,keep_rare_distinct=1,,,,review=50
llm,backfillcmd,1,1,0.0,0,0,0.0,1,1,0,0,backfillcmd=1,keep_rare_distinct=1,,,,analyze=27
llm,backtrace,1,1,0.0,0,0,0.0,1,1,0,0,backtrace=1,keep_rare_distinct=1,,,,analyze=57
llm,batch,1,1,0.0,0,0,0.0,1,1,0,0,batch=1,keep_rare_distinct=1,,,,refactor=8740579
llm,batchify,1,1,0.0,0,0,0.0,1,1,0,0,batchify=1,keep_rare_distinct=1,,,,refactorrepo=49
llm,batchrun,1,1,0.0,0,0,0.0,1,1,0,0,batchrun=1,keep_rare_distinct=1,,,,docrefactor=25
llm,benchcmp,1,1,0.0,0,0,0.0,1,1,0,0,benchcmp=1,keep_rare_distinct=1,,,,refactor=49
llm,benchgate,1,1,0.0,0,0,0.0,1,1,0,0,benchgate=1,keep_rare_distinct=1,,,,research=41
llm,benchma,1,1,0.0,0,0,0.0,1,1,0,0,benchma=1,keep_rare_distinct=1,,,,test=65
llm,benchpress,1,1,0.0,0,0,0.0,1,1,0,0,benchpress=1,keep_rare_distinct=1,,,,refactor=35
llm,benchreplay,1,1,0.0,0,0,0.0,1,1,0,0,benchreplay=1,keep_rare_distinct=1,,,,refactor=45
llm,benchsmoke,1,1,0.0,0,0,0.0,1,1,0,0,benchsmoke=1,keep_rare_distinct=1,,,,explain=43
llm,bibliography,1,1,0.0,0,0,0.0,1,1,0,0,bibliography=1,keep_rare_distinct=1,,,,review=45
llm,bindcheck,1,1,0.0,1,1,100.0,1,1,0,0,bindcheck=1,review_merge=1,,,,debug=61
llm,blocker,1,1,0.0,0,0,0.0,1,1,0,0,blocker=1,keep_rare_distinct=1,,,,review=52
llm,blogdraft,1,1,0.0,0,0,0.0,1,1,0,0,blogdraft=1,keep_rare_distinct=1,,,,challenge=272
llm,boolopt,1,1,0.0,0,0,0.0,1,1,0,0,boolopt=1,keep_rare_distinct=1,,,,refactor=46
llm,bootcheck,1,1,0.0,0,0,0.0,1,1,0,0,bootcheck=1,keep_rare_distinct=1,,,,testcodex=34
llm,bootlog,1,1,0.0,0,0,0.0,1,1,0,0,bootlog=1,keep_rare_distinct=1,,,,benchmark=39
llm,bounds,1,1,0.0,0,0,0.0,1,1,0,0,bounds=1,keep_rare_distinct=1,,,,refactor=99
llm,boundscheck,1,1,0.0,0,0,0.0,1,1,0,0,boundscheck=1,keep_rare_distinct=1,,,,research=94
llm,boundsproof,1,1,0.0,0,0,0.0,1,1,0,0,boundsproof=1,keep_rare_distinct=1,,,,refactor=771
llm,bpfixfix,1,1,0.0,0,0,0.0,1,1,0,0,bpfixfix=1,keep_rare_distinct=1,,,,review=100
llm,bpfsetup,1,1,0.0,0,0,0.0,1,1,0,0,bpfsetup=1,keep_rare_distinct=1,,,,test=256
llm,branchsync,1,1,0.0,0,0,0.0,1,1,0,0,branchsync=1,keep_rare_distinct=1,,,,design=55
llm,browserslist,1,1,0.0,0,0,0.0,1,1,0,0,browserslist=1,keep_rare_distinct=1,,,,review=49
llm,btf,1,1,0.0,0,0,0.0,1,1,0,0,btf=1,keep_rare_distinct=1,,,,refactor=84
llm,btfid,1,1,0.0,0,0,0.0,1,1,0,0,btfid=1,keep_rare_distinct=1,,,,refactor=96
llm,builddoc,1,1,0.0,1,1,100.0,1,1,1,0,builddoc=1,auto_canonicalize_existing=1,,,,docs=27
llm,buildsync,1,1,0.0,1,1,100.0,1,1,0,0,buildsync=1,review_merge=1,,,,review=57
llm,buildx,1,1,0.0,1,1,100.0,1,1,0,0,buildx=1,review_merge=1,,,,analyze=60
llm,bumpcheck,1,1,0.0,1,1,100.0,1,1,0,0,bumpcheck=1,review_merge=1,,,,refactor=53
llm,bundle,1,1,0.0,0,0,0.0,1,1,0,0,bundle=1,keep_rare_distinct=1,,,,install=17
llm,cachecheck,1,1,0.0,1,1,100.0,1,1,0,0,cachecheck=1,review_merge=1,,,,analyze=14
llm,cachecontrol,1,1,0.0,0,0,0.0,1,1,0,0,cachecontrol=1,keep_rare_distinct=1,,,,metrics=160767
llm,capsize,1,1,0.0,0,0,0.0,1,1,0,0,capsize=1,keep_rare_distinct=1,,,,codex=50
llm,cargo,1,1,0.0,0,0,0.0,1,1,0,0,cargo=1,keep_rare_distinct=1,,,,design=26
llm,catalog,1,1,0.0,0,0,0.0,1,1,0,0,catalog=1,keep_rare_distinct=1,,,,refactor=80
llm,cfg,1,1,0.0,0,0,0.0,1,1,0,0,cfg=1,keep_rare_distinct=1,,,,explain=24
llm,chain,1,1,0.0,0,0,0.0,1,1,0,0,chain=1,keep_rare_distinct=1,,,,refactor=42129
llm,challenging,1,1,0.0,0,0,0.0,1,1,0,0,challenging=1,keep_rare_distinct=1,,,,challenge=321
llm,chart,1,1,0.0,0,0,0.0,1,1,0,0,chart=1,keep_rare_distinct=1,,,,plan=57
llm,chartupd,1,1,0.0,0,0,0.0,1,1,0,0,chartupd=1,keep_rare_distinct=1,,,,refactor=59
llm,checkbounds,1,1,0.0,1,1,100.0,1,1,1,0,checkbounds=1,auto_canonicalize_existing=1,,,,refactor=23
llm,checkbuild,1,1,0.0,1,1,100.0,1,1,0,0,checkbuild=1,review_merge=1,,,,review=47
llm,checkci,1,1,0.0,1,1,100.0,1,1,1,0,checkci=1,auto_canonicalize_existing=1,,,,refactor=111047
llm,checkcode,1,1,0.0,1,1,100.0,1,1,1,0,checkcode=1,auto_canonicalize_existing=1,,,,refactor=58485
llm,checkcookie,1,1,0.0,0,0,0.0,1,1,0,0,checkcookie=1,keep_rare_distinct=1,,,,design=40
llm,checkdaemon,1,1,0.0,0,0,0.0,1,1,0,0,checkdaemon=1,keep_rare_distinct=1,,,,cleanup=26
llm,checkdep,1,1,0.0,1,1,100.0,1,1,0,0,checkdep=1,review_merge=1,,,,benchmark=41
llm,checkdeps,1,1,0.0,1,1,100.0,1,1,1,0,checkdeps=1,auto_canonicalize_existing=1,,,,refactor=53838
llm,checkdir,1,1,0.0,1,1,100.0,1,1,1,0,checkdir=1,auto_canonicalize_existing=1,,,,refactor=32529
llm,checkdump,1,1,0.0,1,1,100.0,1,1,1,0,checkdump=1,auto_canonicalize_existing=1,,,,refactor=60
llm,checkers,1,1,0.0,0,0,0.0,1,1,0,0,checkers=1,keep_rare_distinct=1,,,,analyze=57
llm,checkexport,1,1,0.0,1,1,100.0,1,1,1,0,checkexport=1,auto_canonicalize_existing=1,,,,refactor=50647
llm,checkexports,1,1,0.0,1,1,100.0,1,1,1,0,checkexports=1,auto_canonicalize_existing=1,,,,refactor=74733
llm,checkfields,1,1,0.0,1,1,100.0,1,1,1,0,checkfields=1,auto_canonicalize_existing=1,,,,refactor=140394
llm,checkflow,1,1,0.0,1,1,100.0,1,1,1,0,checkflow=1,auto_canonicalize_existing=1,,,,refactor=32466
llm,checkhash,1,1,0.0,0,0,0.0,1,1,0,0,checkhash=1,keep_rare_distinct=1,,,,design=50
llm,checkheaders,1,1,0.0,1,1,100.0,1,1,0,0,checkheaders=1,review_merge=1,,,,explore=29985
llm,checkhtml,1,1,0.0,1,1,100.0,1,1,1,0,checkhtml=1,auto_canonicalize_existing=1,,,,refactor=35
llm,checkin,1,1,0.0,1,1,100.0,1,1,1,0,checkin=1,auto_canonicalize_existing=1,,,,refactor=23
llm,checkjson,1,1,0.0,1,1,100.0,1,1,1,0,checkjson=1,auto_canonicalize_existing=1,,,,refactor=42
llm,checkkernel,1,1,0.0,0,0,0.0,1,1,0,0,checkkernel=1,keep_rare_distinct=1,,,,enable=38
llm,checkleak,1,1,0.0,0,0,0.0,1,1,0,0,checkleak=1,keep_rare_distinct=1,,,,analyze=51
llm,checklink,1,1,0.0,1,1,100.0,1,1,0,0,checklink=1,review_merge=1,,,,review=74
llm,checklog,1,1,0.0,1,1,100.0,1,1,0,0,checklog=1,review_merge=1,,,,analyze=28
llm,checklogin,1,1,0.0,0,0,0.0,1,1,0,0,checklogin=1,keep_rare_distinct=1,,,,branding=52
llm,checkmake,1,1,0.0,1,1,100.0,1,1,1,0,checkmake=1,auto_canonicalize_existing=1,,,,refactor=69
llm,checkmatch,1,1,0.0,1,1,100.0,1,1,1,0,checkmatch=1,auto_canonicalize_existing=1,,,,refactor=32
llm,checkources,1,1,0.0,1,1,100.0,1,1,1,0,checkources=1,auto_canonicalize_existing=1,,,,refactor=46273
llm,checkown,1,1,0.0,1,1,100.0,1,1,1,0,checkown=1,auto_canonicalize_existing=1,,,,refactor=58353
llm,checkpdf,1,1,0.0,1,1,100.0,1,1,0,0,checkpdf=1,review_merge=1,,,,docs=51
llm,checkpoint,1,1,0.0,1,1,100.0,1,1,0,0,checkpoint=1,review_merge=1,,,,review=32
llm,checkproc,1,1,0.0,1,1,100.0,1,1,1,0,checkproc=1,auto_canonicalize_existing=1,,,,refactor=41
llm,checkprs,1,1,0.0,0,0,0.0,1,1,0,0,checkprs=1,keep_rare_distinct=1,,,,branding=10
llm,checkptr,1,1,0.0,1,1,100.0,1,1,0,0,checkptr=1,review_merge=1,,,,refactor=44
llm,checkpub,1,1,0.0,1,1,100.0,1,1,1,0,checkpub=1,auto_canonicalize_existing=1,,,,refactor=63663
llm,checkquota,1,1,0.0,0,0,0.0,1,1,0,0,checkquota=1,keep_rare_distinct=1,,,,diskfull=34
llm,checkreadme,1,1,0.0,1,1,100.0,1,1,0,0,checkreadme=1,review_merge=1,,,,readme=52
llm,checkrs,1,1,0.0,1,1,100.0,1,1,1,0,checkrs=1,auto_canonicalize_existing=1,,,,refactor=42356
llm,checksink,1,1,0.0,1,1,100.0,1,1,1,0,checksink=1,auto_canonicalize_existing=1,,,,refactor=29385
llm,checksinkssr,1,1,0.0,1,1,100.0,1,1,1,0,checksinkssr=1,auto_canonicalize_existing=1,,,,refactor=67199
llm,checkspace,1,1,0.0,1,1,100.0,1,1,0,0,checkspace=1,review_merge=1,,,,design=44
llm,checksrc,1,1,0.0,1,1,100.0,1,1,1,0,checksrc=1,auto_canonicalize_existing=1,,,,refactor=38345
llm,checksse,1,1,0.0,1,1,100.0,1,1,1,0,checksse=1,auto_canonicalize_existing=1,,,,refactor=59337
llm,checkstamp,1,1,0.0,1,1,100.0,1,1,0,0,checkstamp=1,review_merge=1,,,,refactor=32
llm,checkstat,1,1,0.0,1,1,100.0,1,1,1,0,checkstat=1,auto_canonicalize_existing=1,,,,refactor=40
llm,checksudo,1,1,0.0,1,1,100.0,1,1,1,0,checksudo=1,auto_canonicalize_existing=1,,,,refactor=45356
llm,checktoken,1,1,0.0,1,1,100.0,1,1,1,0,checktoken=1,auto_canonicalize_existing=1,,,,review=140952
llm,checkutils,1,1,0.0,1,1,100.0,1,1,1,0,checkutils=1,auto_canonicalize_existing=1,,,,refactor=40965
llm,chooserule,1,1,0.0,0,0,0.0,1,1,0,0,chooserule=1,keep_rare_distinct=1,,,,refactor=31
llm,chown,1,1,0.0,0,0,0.0,1,1,0,0,chown=1,keep_rare_distinct=1,,,,feedback=46
llm,ciconfigure,1,1,0.0,0,0,0.0,1,1,0,0,ciconfigure=1,keep_rare_distinct=1,,,,refactor=90049
llm,cigate,1,1,0.0,0,0,0.0,1,1,0,0,cigate=1,keep_rare_distinct=1,,,,explain=29
llm,ciliumverify,1,1,0.0,0,0,0.0,1,1,0,0,ciliumverify=1,keep_rare_distinct=1,,,,refactor=43
llm,cite,1,1,0.0,0,0,0.0,1,1,0,0,cite=1,keep_rare_distinct=1,,,,design=46
llm,ciupdate,1,1,0.0,1,1,100.0,1,1,0,0,ciupdate=1,review_merge=1,,,,research=30
llm,ciwait,1,1,0.0,0,0,0.0,1,1,0,0,ciwait=1,keep_rare_distinct=1,,,,docs=94405
llm,ciyaml,1,1,0.0,0,0,0.0,1,1,0,0,ciyaml=1,keep_rare_distinct=1,,,,explain=51
llm,ciyncrtns,1,1,0.0,0,0,0.0,1,1,0,0,ciyncrtns=1,keep_rare_distinct=1,,,,design=19
llm,claimreview,1,1,0.0,1,1,100.0,1,1,0,0,claimreview=1,review_merge=1,,,,analyze=43
llm,claimscan,1,1,0.0,0,0,0.0,1,1,0,0,claimscan=1,keep_rare_distinct=1,,,,analyze=31
llm,cleanalias,1,1,0.0,0,0,0.0,1,1,0,0,cleanalias=1,keep_rare_distinct=1,,,,design=76
llm,cleanbytecq,1,1,0.0,0,0,0.0,1,1,0,0,cleanbytecq=1,keep_rare_distinct=1,,,,analyze=28
llm,cleandoc,1,1,0.0,0,0,0.0,1,1,0,0,cleandoc=1,keep_rare_distinct=1,,,,explain=45
llm,cleangit,1,1,0.0,0,0,0.0,1,1,0,0,cleangit=1,keep_rare_distinct=1,,,,analyze=41
llm,cleaning,1,1,0.0,0,0,0.0,1,1,0,0,cleaning=1,keep_rare_distinct=1,,,,explain=234
llm,cleanjq,1,1,0.0,0,0,0.0,1,1,0,0,cleanjq=1,keep_rare_distinct=1,,,,design=28
llm,cleanjudge,1,1,0.0,0,0,0.0,1,1,0,0,cleanjudge=1,keep_rare_distinct=1,,,,analyze=41
llm,cleanlog,1,1,0.0,0,0,0.0,1,1,0,0,cleanlog=1,keep_rare_distinct=1,,,,explain=67
llm,cleanlogs,1,1,0.0,0,0,0.0,1,1,0,0,cleanlogs=1,keep_rare_distinct=1,,,,ignore=62
llm,cleanmount,1,1,0.0,0,0,0.0,1,1,0,0,cleanmount=1,keep_rare_distinct=1,,,,evalplan=49
llm,cleanqemu,1,1,0.0,0,0,0.0,1,1,0,0,cleanqemu=1,keep_rare_distinct=1,,,,analyze=61
llm,cleanrepo,1,1,0.0,0,0,0.0,1,1,0,0,cleanrepo=1,keep_rare_distinct=1,,,,syncdir=60
llm,cleanstruct,1,1,0.0,0,0,0.0,1,1,0,0,cleanstruct=1,keep_rare_distinct=1,,,,review=35
llm,cleanupspace,1,1,0.0,1,1,100.0,1,1,1,0,cleanupspace=1,auto_canonicalize_existing=1,,,,review=48
llm,clearcache,1,1,0.0,0,0,0.0,1,1,0,0,clearcache=1,keep_rare_distinct=1,,,,design=27
llm,clianalyze,1,1,0.0,1,1,100.0,1,1,0,0,clianalyze=1,review_merge=1,,,,cli=61059
llm,clioutput,1,1,0.0,0,0,0.0,1,1,0,0,clioutput=1,keep_rare_distinct=1,,,,docx=39
llm,cluster,1,1,0.0,0,0,0.0,1,1,0,0,cluster=1,keep_rare_distinct=1,,,,commitlog=57
llm,columns,1,1,0.0,0,0,0.0,1,1,0,0,columns=1,keep_rare_distinct=1,,,,designfix=10
llm,comm,1,1,0.0,0,0,0.0,1,1,0,0,comm=1,keep_rare_distinct=1,,,,design=62
llm,commitfix,1,1,0.0,0,0,0.0,1,1,0,0,commitfix=1,keep_rare_distinct=1,,,,npmpr=42
llm,commitmsg,1,1,0.0,0,0,0.0,1,1,0,0,commitmsg=1,keep_rare_distinct=1,,,,docs=26
llm,compilewarn,1,1,0.0,0,0,0.0,1,1,0,0,compilewarn=1,keep_rare_distinct=1,,,,design=22
llm,compose,1,1,0.0,0,0,0.0,1,1,0,0,compose=1,keep_rare_distinct=1,,,,analyze=19
llm,configcheck,1,1,0.0,1,1,100.0,1,1,1,0,configcheck=1,auto_canonicalize_existing=1,,,,review=64065
llm,conformance,1,1,0.0,0,0,0.0,1,1,0,0,conformance=1,keep_rare_distinct=1,,,,review=37
llm,conformity,1,1,0.0,0,0,0.0,1,1,0,0,conformity=1,keep_rare_distinct=1,,,,design=42
llm,constraints,1,1,0.0,0,0,0.0,1,1,0,0,constraints=1,keep_rare_distinct=1,,,,refactor=5
llm,container,1,1,0.0,0,0,0.0,1,1,0,0,container=1,keep_rare_distinct=1,,,,branching=321
llm,contents,1,1,0.0,0,0,0.0,1,1,0,0,contents=1,keep_rare_distinct=1,,,,backup=51
llm,context,1,1,0.0,0,0,0.0,1,1,0,0,context=1,keep_rare_distinct=1,,,,workspace=142526
llm,controlflow,1,1,0.0,0,0,0.0,1,1,0,0,controlflow=1,keep_rare_distinct=1,,,,refactor=523
llm,convert,1,1,0.0,0,0,0.0,1,1,0,0,convert=1,keep_rare_distinct=1,,,,refactor=53
llm,copydb,1,1,0.0,0,0,0.0,1,1,0,0,copydb=1,keep_rare_distinct=1,,,,analysis=79
llm,corerefactor,1,1,0.0,1,1,100.0,1,1,1,0,corerefactor=1,auto_canonicalize_existing=1,,,,refactor=16
llm,corpus,1,1,0.0,0,0,0.0,1,1,0,0,corpus=1,keep_rare_distinct=1,,,,test=52
llm,counting,1,1,0.0,0,0,0.0,1,1,0,0,counting=1,keep_rare_distinct=1,,,,refactor=35
llm,coverage,1,1,0.0,0,0,0.0,1,1,0,0,coverage=1,keep_rare_distinct=1,,,,research=38
llm,coverpage,1,1,0.0,0,0,0.0,1,1,0,0,coverpage=1,keep_rare_distinct=1,,,,coverpage=15
llm,crateupd,1,1,0.0,0,0,0.0,1,1,0,0,crateupd=1,keep_rare_distinct=1,,,,namecheck=448
llm,crawl,1,1,0.0,0,0,0.0,1,1,0,0,crawl=1,keep_rare_distinct=1,,,,workspace=146587
llm,createdir,1,1,0.0,0,0,0.0,1,1,0,0,createdir=1,keep_rare_distinct=1,,,,gothub=76
llm,createfolder,1,1,0.0,0,0,0.0,1,1,0,0,createfolder=1,keep_rare_distinct=1,,,,docs=29
llm,createtasks,1,1,0.0,0,0,0.0,1,1,0,0,createtasks=1,keep_rare_distinct=1,,,,refactor=13010289
llm,ctxsize,1,1,0.0,0,0,0.0,1,1,0,0,ctxsize=1,keep_rare_distinct=1,,,,testcodex=45
llm,daemon,1,1,0.0,0,0,0.0,1,1,0,0,daemon=1,keep_rare_distinct=1,,,,refactor=37
llm,daemonize,1,1,0.0,0,0,0.0,1,1,0,0,daemonize=1,keep_rare_distinct=1,,,,testcodex=23
llm,dashboard,1,1,0.0,0,0,0.0,1,1,0,0,dashboard=1,keep_rare_distinct=1,,,,analyze=48
llm,date,1,1,0.0,0,0,0.0,1,1,0,0,date=1,keep_rare_distinct=1,,,,ignore=38
llm,dbaudit,1,1,0.0,0,0,0.0,1,1,0,0,dbaudit=1,keep_rare_distinct=1,,,,review=73
llm,dbfix,1,1,0.0,0,0,0.0,1,1,0,0,dbfix=1,keep_rare_distinct=1,,,,question=30
llm,dbreview,1,1,0.0,1,1,100.0,1,1,1,0,dbreview=1,auto_canonicalize_existing=1,,,,preview=77
llm,dbstat,1,1,0.0,0,0,0.0,1,1,0,0,dbstat=1,keep_rare_distinct=1,,,,review=37
llm,dbsummary,1,1,0.0,0,0,0.0,1,1,0,0,dbsummary=1,keep_rare_distinct=1,,,,analysis=82
llm,decode,1,1,0.0,0,0,0.0,1,1,0,0,decode=1,keep_rare_distinct=1,,,,refactor=203816
llm,default,1,1,0.0,0,0,0.0,1,1,0,0,default=1,keep_rare_distinct=1,,,,test=81295
llm,define,1,1,0.0,0,0,0.0,1,1,0,0,define=1,keep_rare_distinct=1,,,,explore=30879
llm,delegate,1,1,0.0,0,0,0.0,1,1,0,0,delegate=1,keep_rare_distinct=1,,,,refactor=954
llm,deletedocker,1,1,0.0,0,0,0.0,1,1,0,0,deletedocker=1,keep_rare_distinct=1,,,,analyze=38
llm,deletefield,1,1,0.0,0,0,0.0,1,1,0,0,deletefield=1,keep_rare_distinct=1,,,,test=295071
llm,deletefiles,1,1,0.0,0,0,0.0,1,1,0,0,deletefiles=1,keep_rare_distinct=1,,,,analyze=28
llm,deployed,1,1,0.0,0,0,0.0,1,1,0,0,deployed=1,keep_rare_distinct=1,,,,refactor=6
llm,derivecwd,1,1,0.0,0,0,0.0,1,1,0,0,derivecwd=1,keep_rare_distinct=1,,,,workspace=143708
llm,designdoc,1,1,0.0,1,1,100.0,1,1,1,0,designdoc=1,auto_canonicalize_existing=1,,,,refactor=44
llm,detail,1,1,0.0,0,0,0.0,1,1,0,0,detail=1,keep_rare_distinct=1,,,,commitlog=52
llm,detailview,1,1,0.0,0,0,0.0,1,1,0,0,detailview=1,keep_rare_distinct=1,,,,feedback=49
llm,diffpush,1,1,0.0,0,0,0.0,1,1,0,0,diffpush=1,keep_rare_distinct=1,,,,explain=9
llm,diffquery,1,1,0.0,0,0,0.0,1,1,0,0,diffquery=1,keep_rare_distinct=1,,,,trace=33
llm,diffstatus,1,1,0.0,0,0,0.0,1,1,0,0,diffstatus=1,keep_rare_distinct=1,,,,commitlog=27
llm,diffwhitesp,1,1,0.0,0,0,0.0,1,1,0,0,diffwhitesp=1,keep_rare_distinct=1,,,,capture=45
llm,directive,1,1,0.0,0,0,0.0,1,1,0,0,directive=1,keep_rare_distinct=1,,,,test=335
llm,dirtyworktoy,1,1,0.0,0,0,0.0,1,1,0,0,dirtyworktoy=1,keep_rare_distinct=1,,,,refactor=21
llm,disasm,1,1,0.0,0,0,0.0,1,1,0,0,disasm=1,keep_rare_distinct=1,,,,refactor=60
llm,disassemble,1,1,0.0,0,0,0.0,1,1,0,0,disassemble=1,keep_rare_distinct=1,,,,refactor=54
llm,disclosure,1,1,0.0,0,0,0.0,1,1,0,0,disclosure=1,keep_rare_distinct=1,,,,review=45
llm,diskcheck,1,1,0.0,0,0,0.0,1,1,0,0,diskcheck=1,keep_rare_distinct=1,,,,diskcheck=5
llm,dispatch,1,1,0.0,0,0,0.0,1,1,0,0,dispatch=1,keep_rare_distinct=1,,,,build=50997
llm,docify,1,1,0.0,0,0,0.0,1,1,0,0,docify=1,keep_rare_distinct=1,,,,docrewrite=45
llm,dockersave,1,1,0.0,0,0,0.0,1,1,0,0,dockersave=1,keep_rare_distinct=1,,,,design=32
llm,docopt,1,1,0.0,0,0,0.0,1,1,0,0,docopt=1,keep_rare_distinct=1,,,,design=33
llm,docresidue,1,1,0.0,0,0,0.0,1,1,0,0,docresidue=1,keep_rare_distinct=1,,,,refactor=44
llm,docsbuild,1,1,0.0,1,1,100.0,1,1,0,0,docsbuild=1,review_merge=1,,,,faq=17
llm,docsdesignm,1,1,0.0,1,1,100.0,1,1,0,0,docsdesignm=1,review_merge=1,,,,gothub=321
llm,docsdiff,1,1,0.0,1,1,100.0,1,1,0,0,docsdiff=1,review_merge=1,,,,costanalysis=41
llm,docsdocx,1,1,0.0,1,1,100.0,1,1,0,0,docsdocx=1,review_merge=1,,,,review=43
llm,docsstage,1,1,0.0,1,1,100.0,1,1,0,0,docsstage=1,review_merge=1,,,,analyze=17
llm,domaincheck,1,1,0.0,0,0,0.0,1,1,0,0,domaincheck=1,keep_rare_distinct=1,,,,branding=16
llm,dosc,1,1,0.0,0,0,0.0,1,1,0,0,dosc=1,keep_rare_distinct=1,,,,docs=16
llm,driver,1,1,0.0,0,0,0.0,1,1,0,0,driver=1,keep_rare_distinct=1,,,,test=73
llm,dropimpl,1,1,0.0,0,0,0.0,1,1,0,0,dropimpl=1,keep_rare_distinct=1,,,,docx=18
llm,dumpanalyze,1,1,0.0,1,1,100.0,1,1,0,0,dumpanalyze=1,review_merge=1,,,,refactor=49
llm,dumpmismacts,1,1,0.0,0,0,0.0,1,1,0,0,dumpmismacts=1,keep_rare_distinct=1,,,,research=47
llm,duration,1,1,0.0,0,0,0.0,1,1,0,0,duration=1,keep_rare_distinct=1,,,,refactor=61
llm,editreadme,1,1,0.0,0,0,0.0,1,1,0,0,editreadme=1,keep_rare_distinct=1,,,,docs=57
llm,enable,1,1,0.0,0,0,0.0,1,1,0,0,enable=1,keep_rare_distinct=1,,,,test=5
llm,enrichment,1,1,0.0,0,0,0.0,1,1,0,0,enrichment=1,keep_rare_distinct=1,,,,review=35
llm,enter,1,1,0.0,0,0,0.0,1,1,0,0,enter=1,keep_rare_distinct=1,,,,analyze=30
llm,enumify,1,1,0.0,0,0,0.0,1,1,0,0,enumify=1,keep_rare_distinct=1,,,,commitlog=55
llm,environment,1,1,0.0,0,0,0.0,1,1,0,0,environment=1,keep_rare_distinct=1,,,,refactor=77
llm,envs,1,1,0.0,0,0,0.0,1,1,0,0,envs=1,keep_rare_distinct=1,,,,analyze=16
llm,envvar,1,1,0.0,0,0,0.0,1,1,0,0,envvar=1,keep_rare_distinct=1,,,,docs=29
llm,error,1,1,0.0,0,0,0.0,1,1,0,0,error=1,keep_rare_distinct=1,,,,benchmark=99
llm,errormode,1,1,0.0,0,0,0.0,1,1,0,0,errormode=1,keep_rare_distinct=1,,,,refactor=58
llm,estimate,1,1,0.0,0,0,0.0,1,1,0,0,estimate=1,keep_rare_distinct=1,,,,price=26
llm,eva,1,1,0.0,0,0,0.0,1,1,0,0,eva=1,keep_rare_distinct=1,,,,benchmark=72
llm,evalcase,1,1,0.0,0,0,0.0,1,1,0,0,evalcase=1,keep_rare_distinct=1,,,,research=45
llm,evalcheck,1,1,0.0,1,1,100.0,1,1,0,0,evalcheck=1,review_merge=1,,,,refactor=60
llm,evalplan,1,1,0.0,0,0,0.0,1,1,0,0,evalplan=1,keep_rare_distinct=1,,,,design=44
llm,evaluable,1,1,0.0,0,0,0.0,1,1,0,0,evaluable=1,keep_rare_distinct=1,,,,test=311
